,refcode,C11,C12,C13,C14,C15,C16,C21,C22,C23,C24,C25,C26,C31,C32,C33,C34,C35,C36,C41,C42,C43,C44,C45,C46,C51,C52,C53,C54,C55,C56,C61,C62,C63,C64,C65,C66,exp_a,exp_b,exp_c,exp_alpha,exp_beta,exp_gamma,exp_V,opt_a,opt_b,opt_c,opt_alpha,opt_beta,opt_gamma,opt_V,E_V,E_R,E_H,E_RH,K_V,K_R,K_H,K_RH,G_V,G_R,G_H,G_RH,n_H,A_L
36,VOPNEU,24.31,9.54,11.27,-0.01,0.0,0.0,9.54,15.74,11.74,-0.01,-0.0,0.0,11.27,11.74,36.37,-0.02,-0.0,0.01,-0.01,-0.01,-0.02,3.87,0.0,-0.0,0.0,-0.0,-0.0,0.0,3.66,0.0,0.0,0.0,0.01,-0.0,0.0,1.92,14.439,8.3664,39.656,90.0,90.0,90.0,4790.541941337605,14.589596019439226,8.290759777352784,39.6935372555926,90.0009937239816,89.99955106103766,89.99933548174056,4801.284055845651,13.106325049370366,9.955703221257396,11.531014135313882,10.743358678285638,15.724444444444442,13.71041558607056,14.717430015257502,14.213922800664031,4.814666666666666,3.6098163938818635,4.212241530274264,3.911028962078064,0.36935958874166674,0.6584331026935565
37,ICUFIY,13.75,11.68,8.01,-0.49,0.25,-0.1,11.68,21.49,10.72,0.72,-0.1,2.98,8.01,10.72,43.55,-4.05,0.53,0.65,-0.49,0.72,-4.05,7.99,2.4,-1.95,0.25,-0.1,0.53,2.4,3.73,-1.21,-0.1,2.98,0.65,-1.95,-1.21,6.52,7.4065,8.115099999999998,18.4782,95.319,90.775,115.063,999.9997112309288,7.601755742612898,7.756221219584879,18.51447868155532,92.85160574383865,92.85030446833052,114.47865036221845,989.3042570197562,17.96641203270299,10.63778101149937,14.30209652210118,12.469938766800276,15.512222222222224,12.600327046958892,14.056274634590558,13.328300840774725,6.873333333333333,3.912985198113302,5.393159265723318,4.65307223191831,0.329911657178889,1.2767274875970613
38,EDOSOH01,20.09,11.31,34.75,-1.31,-2.67,1.93,11.31,11.08,23.25,0.31,-1.81,-0.33,34.75,23.25,63.27,-2.51,-4.89,0.93,-1.31,0.31,-2.51,0.07,-0.32,-0.07,-2.67,-1.81,-4.89,-0.32,10.71,-1.0,1.93,-0.33,0.93,-0.07,-1.0,-4.37,11.56,7.4129,15.161,90.0,90.0,90.0,1299.1934529639998,11.748720170397355,7.32982102256123,14.871355093028356,90.07389195026316,90.00053869485255,89.94034821645076,1280.6600953936768,8.546650794438106,9.915043642483463,9.230847218460784,9.572945430472124,25.89555555555556,4.023908330483097,14.959731943019328,9.491820136751212,2.957333333333333,4.550991727758536,3.7541625305459343,4.152577129152235,0.3842102625490007,2.096524921559768
39,NIQXET,13.49,10.53,9.37,0.48,-0.51,-3.7,10.53,13.99,8.46,-0.52,0.72,-1.45,9.37,8.46,19.57,1.16,0.45,1.31,0.48,-0.52,1.16,2.29,1.53,-0.67,-0.51,0.72,0.45,1.53,3.77,-0.18,-3.7,-1.45,1.31,-0.67,-0.18,5.5,10.9353,12.3322,12.6739,65.82099999999998,76.706,64.368,1402.8756666305762,10.77906896463547,12.1257048990666,12.822886966946829,66.1885594800678,77.25842415453809,64.9979786956524,1387.132114102093,9.67845391632589,4.656683639382793,7.167568777854341,5.912126208618567,11.530000000000001,10.549931193473263,11.039965596736632,10.794948395104948,3.558,1.632281244068855,2.5951406220344273,2.113710933051641,0.3910063879222736,1.7446519632228328
40,WAWDUU01,23.0,12.06,8.22,-0.01,-1.88,-0.01,12.06,13.11,7.56,-0.01,-0.11,-0.01,8.22,7.56,16.91,-0.0,-0.22,-0.0,-0.01,-0.01,-0.0,2.39,0.0,0.4,-1.88,-0.11,-0.22,0.0,2.35,0.0,-0.01,-0.01,-0.0,0.4,0.0,6.59,30.68,8.6581,24.466,90.0,114.501,90.0,5913.714832110948,30.632949099276093,8.61247143521057,24.168070386253365,90.00078910817942,115.36960619594517,89.99992497950915,5761.25206966929,10.67214064081504,8.122945960029023,9.397543300422033,8.760244630225529,12.077777777777778,11.006592680153261,11.542185228965518,11.27438895455939,3.944666666666667,2.9495109499940035,3.447088808330335,3.1982998791621693,0.3641938989280703,0.6566815907902462
41,NAJKIT,19.33,7.28,8.44,0.17,-3.12,0.01,7.28,18.68,9.35,-2.54,0.17,0.95,8.44,9.35,27.82,4.63,2.47,1.4,0.17,-2.54,4.63,4.74,1.65,-0.74,-3.12,0.17,2.47,1.65,5.2,0.23,0.01,0.95,1.4,-0.74,0.23,2.88,10.16,10.6681,17.9922,83.426,74.032,62.18099999999998,1657.9819143275995,10.253073136085922,11.17271711453268,17.85285451484016,79.84367815987166,74.19739136215985,57.308287140333405,1655.0265410863635,13.939556344546103,8.897332139544455,11.418444242045279,10.157888190794868,12.885555555555555,12.056478381320513,12.471016968438034,12.263747674879273,5.281333333333333,3.2306829974553035,4.256008165394318,3.743345581424811,0.34679250286745333,1.101004325459846
42,ROGNIM,9.68,4.44,3.75,0.05,-0.21,0.03,4.44,11.08,1.34,0.03,-0.69,0.0,3.75,1.34,4.89,0.03,0.22,0.0,0.05,0.03,0.03,1.26,0.0,-0.34,-0.21,-0.69,0.22,0.0,8.39,0.0,0.03,0.0,0.0,-0.34,0.0,2.79,6.412,23.486,8.465,90.0,102.68999999999998,90.0,1243.6244739934536,6.422950441364356,23.184047982571798,8.388060904355584,90.00027021165023,104.06358051390193,90.00074100102812,1211.627406788467,8.625951839416587,5.505247299716139,7.065599569566363,6.285423434641251,4.967777777777779,3.940915785149096,4.454346781463437,4.197631283306267,3.562666666666667,2.1722510870742333,2.86745887687045,2.5198549819723417,0.23499346775042912,1.1302586018456033
43,ZEYNID,11.59,9.32,15.15,0.03,3.35,-0.0,9.32,20.58,3.83,0.01,-0.41,-0.0,15.15,3.83,40.9,0.07,16.31,-0.0,0.03,0.01,0.07,1.43,0.07,0.13,3.35,-0.41,16.31,0.07,10.57,0.0,-0.0,-0.0,-0.0,0.13,0.0,6.87,12.512,8.5513,23.861,90.0,91.833,90.0,2551.6742752835635,13.326660966709229,8.413022554612324,22.844531955179,90.00210915257618,89.78655793161413,89.99928932508183,2561.2540211929904,17.53423845917864,4.949573551702988,11.241906005440814,8.0957397785719,14.40777777777778,10.244154981664185,12.325966379720981,11.285060680692583,6.758666666666667,1.7434543743676751,4.2510605205171705,2.997257447442423,0.34533709233968984,3.0489125584998114
44,VUWFOK,22.36,8.9,9.01,2.3,2.09,1.52,8.9,11.81,8.95,-0.98,1.63,0.45,9.01,8.95,20.4,2.56,-1.5,-1.28,2.3,-0.98,2.56,4.59,-0.48,0.36,2.09,1.63,-1.5,-0.48,4.0,0.9,1.52,0.45,-1.28,0.36,0.9,2.91,8.3097,10.387600000000004,14.461299999999998,73.328,86.19099999999999,76.718,1163.808119680898,8.290663126352687,10.332078609311848,14.530528400955802,72.62005924554316,85.49897325152962,75.63360912176417,1150.697517311282,11.15979342676341,7.626314858879653,9.393054142821532,8.509684500850593,12.032222222222222,10.465965906164454,11.249094064193338,10.857529985178896,4.147333333333333,2.7660564362676663,3.4566948848004997,3.111375660534083,0.3606320416654277,0.9163775502781882
45,PERTAI,19.14,8.86,9.85,0.16,-1.73,-0.61,8.86,17.15,7.4,1.74,-1.12,0.66,9.85,7.4,19.96,0.51,-2.35,-1.03,0.16,1.74,0.51,3.15,-0.39,-0.42,-1.73,-1.12,-2.35,-0.39,5.36,0.3,-0.61,0.66,-1.03,-0.42,0.3,2.67,10.745,11.441999999999998,11.444,94.0,112.05,112.23,1169.780645394179,10.625391833885676,11.32613469072842,11.469024381655732,92.77577301692466,112.5317088805018,112.36322201933356,1148.1143342366715,11.397735425638993,9.671679998964681,10.534707712301838,10.10319385563326,12.052222222222222,11.1897946636301,11.621008442926161,11.40540155327813,4.245333333333333,3.566398528888872,3.9058659311111024,3.7361322299999875,0.34887886379334804,0.39667673175345713
46,COLCOY,15.88,5.78,7.54,0.01,0.33,-0.0,5.78,24.41,13.22,-0.03,-1.81,-0.01,7.54,13.22,15.47,-0.01,-1.6,-0.02,0.01,-0.03,-0.01,10.99,-0.02,-1.16,0.33,-1.81,-1.6,-0.02,2.9,0.01,-0.0,-0.01,-0.02,-1.16,0.01,2.11,10.043,10.5925,12.3026,90.0,95.114,90.0,1303.5467148830317,10.029677601008224,10.571543127535902,12.071026716432584,90.0034996085578,96.72320893473297,89.99835781778971,1271.0795858184367,13.524870136139809,8.858479661455515,11.191674898797661,10.025077280126588,12.093333333333334,11.120048180653514,11.606690756993423,11.363369468823468,5.148,3.2395728120822525,4.193786406041126,3.716679609061689,0.33875782036482305,1.039065686982216
47,CAYPAU,23.01,9.21,7.89,0.89,0.25,-1.65,9.21,17.78,11.24,3.27,-0.12,-0.89,7.89,11.24,13.55,-0.79,-1.01,0.59,0.89,3.27,-0.79,6.22,0.84,0.12,0.25,-0.12,-1.01,0.84,4.16,2.27,-1.65,-0.89,0.59,0.12,2.27,4.19,6.8978,9.953,14.556,96.495,97.418,109.863,918.7086859228184,7.053045234483517,10.116072296061152,14.210533999147836,96.14451602265385,98.9770618675364,111.9202427712555,913.8466928040748,12.386492213632945,6.63530141388416,9.510896813758553,8.073099113821357,12.335555555555553,11.68705021557848,12.011302885567016,11.849176550572748,4.647333333333334,2.360686641161782,3.5040099872475583,2.9323483142046705,0.3670639436485414,1.5155431292801962
48,EXAVEH,16.3,7.15,10.6,0.0,-0.9,0.0,7.15,31.3,6.67,-0.01,1.55,0.01,10.6,6.67,19.62,-0.0,1.01,0.0,0.0,-0.01,-0.0,7.22,0.0,1.61,-0.9,1.55,1.01,0.0,6.55,-0.0,0.0,0.01,0.0,1.61,-0.0,1.93,18.2254,7.3419,21.8244,90.0,110.615,90.0,2733.307953342432,18.13086109272276,7.363541507093027,21.63526960924098,90.00034997956703,110.20900404961218,89.99849066347822,2710.649796893442,15.568179647866309,10.068655399379567,12.818417523622937,11.443536461501253,12.895555555555555,12.467506300234627,12.681530927895091,12.574518614064859,5.993333333333333,3.6870679934550568,4.840200663394195,4.263634328424626,0.33070220440607645,1.0868423691611238
49,TOMYUR,16.24,6.78,9.78,0.03,-0.0,0.0,6.78,12.34,9.06,0.03,0.0,-0.0,9.78,9.06,14.6,-0.02,-0.0,-0.0,0.03,0.03,-0.02,5.06,0.0,0.0,-0.0,0.0,-0.0,0.0,3.01,-0.0,0.0,-0.0,-0.0,0.0,-0.0,4.56,12.5844,9.2785,16.3834,90.0,90.0,90.0,1912.99714026036,12.235209472544726,9.220824075963051,16.448420754533494,89.99889749778609,89.99967513036738,90.001199916101,1855.689677374696,9.924346507440053,8.909757882156294,9.417052194798174,9.163405038477233,10.491111111111111,10.134406079789356,10.312758595450234,10.223582337619796,3.6966666666666668,3.291441712145709,3.494054189406188,3.3927479507759486,0.34778604039286853,0.2619149489057037
50,IJUVAK,22.15,12.07,9.95,0.0,-4.75,-0.01,12.07,18.32,13.1,-0.01,-1.22,0.01,9.95,13.1,19.96,0.0,1.36,0.01,0.0,-0.01,0.0,6.46,0.0,-2.16,-4.75,-1.22,1.36,0.0,4.54,-0.0,-0.01,0.01,0.01,-2.16,-0.0,5.32,14.396,8.9008,15.043,90.0,105.83,90.0,1854.4468865212075,14.601300542485689,8.853636496885347,14.662667032084888,89.99972042118101,104.62874232694443,90.00055728318291,1834.06299814129,13.337814930870511,9.763627229025383,11.550721079947948,10.657174154486665,14.518888888888888,13.796333864224717,14.157611376556803,13.976972620390761,4.951333333333334,3.532297661048828,4.241815497191081,3.8870565791199545,0.36379597628132526,0.7568622666988611
51,BIYPUW,17.3,5.78,10.14,-0.01,0.0,0.0,5.78,13.67,9.11,-0.0,0.0,-0.0,10.14,9.11,15.45,0.01,0.0,-0.0,-0.01,-0.0,0.01,4.56,-0.0,0.0,0.0,0.0,0.0,-0.0,4.49,-0.0,0.0,-0.0,-0.0,0.0,-0.0,3.37,9.9808,10.9712,27.042,90.0,90.0,90.0,2961.13558674432,10.01616903287545,10.90629299266386,26.98689854393401,90.00185163638226,90.00138804380529,90.00275861241711,2948.02920231544,10.458464097588024,9.600972763013926,10.029718430300974,9.815345596657451,10.72,10.334481359710173,10.527240679855087,10.430861019782629,3.9100000000000006,3.568702889449668,3.7393514447248344,3.6540271670872513,0.3411988477761866,0.2074897042479881
52,KAQFEP01,15.73,9.61,9.62,0.0,-0.01,-0.0,9.61,15.24,8.43,-0.0,0.0,-0.0,9.62,8.43,17.18,0.01,-0.02,0.0,0.0,-0.0,0.01,3.63,-0.0,-0.0,-0.01,0.0,-0.02,-0.0,2.61,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,3.08,8.0057,12.1701,21.3157,90.0,90.0,90.0,2076.7922655032485,7.914098041792274,12.032429738332086,21.244769696308644,89.99773293344126,89.9998058907182,89.99826299740151,2023.0507958624848,8.860235949098623,8.666019489746237,8.76312771942243,8.714573604584334,11.49666666666667,11.460840546272859,11.478753606469764,11.46979707637131,3.23,3.15362752887816,3.19181376443908,3.17272064665862,0.3727620081652086,0.0535972636123313
53,ASAPUH,14.64,6.95,12.72,-0.0,0.01,-0.01,6.95,26.93,13.73,0.01,0.02,-0.04,12.72,13.73,25.82,-0.0,0.04,-0.05,-0.0,0.01,-0.0,3.7,0.0,0.0,0.01,0.02,0.04,0.0,7.94,0.0,-0.01,-0.04,-0.05,0.0,0.0,2.82,4.9153,6.8128,19.1627,90.0,90.0,90.0,641.7004886751682,4.73482967788191,6.729344334816876,19.60858999338748,89.99773802995445,90.0006587762375,90.00015683820592,624.774762085393,13.874118425272611,11.237295823985216,12.555707124628913,11.896501474307065,14.91,12.48250559218672,13.696252796093361,13.08937919414004,5.158,4.162086589358732,4.660043294679366,4.411064942019049,0.3472076932099685,0.5115656529875068
54,EQUQOW,17.4,6.96,6.24,-0.0,0.3,0.01,6.96,16.8,8.64,-0.01,-0.26,-0.01,6.24,8.64,20.78,-0.01,0.01,-0.01,-0.0,-0.01,-0.01,5.36,-0.0,-0.14,0.3,-0.26,0.01,-0.0,3.61,-0.0,0.01,-0.01,-0.01,-0.14,-0.0,3.07,12.3491,13.1741,14.774,90.0,95.6415,90.0,2391.9148974879354,12.103170500992768,13.172852452510533,14.913161934557866,89.99940935592538,96.65013660387253,89.99910171102073,2361.656999534759,12.146600540386803,11.36905901756799,11.757829778977396,11.563444398272694,10.962222222222222,10.847046680556799,10.90463445138951,10.875840565973155,4.617333333333334,4.289199257668262,4.453266295500798,4.37123277658453,0.32027419611946084,0.1651748862477577
55,PEKPIG,30.68,14.52,13.06,1.01,2.17,-9.06,14.52,15.21,7.88,-0.08,-0.39,-1.57,13.06,7.88,20.34,0.94,2.33,0.08,1.01,-0.08,0.94,2.41,-0.15,-0.35,2.17,-0.39,2.33,-0.15,4.7,-1.88,-9.06,-1.57,0.08,-0.35,-1.88,8.45,7.0778,7.345699999999999,11.6711,88.147,79.634,81.89399999999999,590.9141677925799,6.790097308956503,7.581917863484401,11.63078106775096,86.81371003532028,78.00548606988744,83.39748028467781,581.5086367481177,13.918065382599577,8.26813504259591,11.093100212597744,9.680617627596828,15.238888888888889,12.27087047613511,13.754879682512,13.012875079323555,5.163333333333332,2.979079363225689,4.07120634827951,3.5251428557525997,0.3652984306545451,1.2486991511076249
56,BEYRAB,13.43,8.88,7.8,-0.0,-0.0,-0.0,8.88,16.17,11.93,-0.0,-0.0,0.0,7.8,11.93,15.37,0.0,-0.01,-0.0,-0.0,-0.0,0.0,5.37,0.0,-0.0,-0.0,-0.0,-0.01,0.0,2.4,0.0,-0.0,0.0,-0.0,-0.0,0.0,2.24,7.8609,10.9333,17.847,90.0,90.0,90.0,1533.870730030589,8.112933079553907,10.613822752289062,17.406617734127696,90.00009624991935,90.00000914767513,90.00021238455112,1498.8705145138647,8.505748914486668,7.409973539443302,7.957861226964985,7.683917383204143,11.354444444444445,10.911490830133358,11.132967637288901,11.02222923371113,3.0926666666666667,2.6715758812256953,2.882121273946181,2.7768485775859384,0.3808417896700451,0.32969277973404004
57,LOTCOO,15.45,10.94,11.67,-4.74,-0.04,-1.4,10.94,22.73,15.61,-3.02,3.72,-6.93,11.67,15.61,18.47,-3.55,2.74,-3.25,-4.74,-3.02,-3.55,10.68,-2.47,3.9,-0.04,3.72,2.74,-2.47,3.73,-2.63,-1.4,-6.93,-3.25,3.9,-2.63,7.27,4.6152,11.558,14.422,80.37999999999998,88.11,86.44999999999999,756.8314255632669,4.533051470023176,11.23275358689075,14.754182228428304,81.90310329834409,89.15873441929027,87.52709048468718,743.0531449294781,14.833389814666452,6.674086449596073,10.753738132131263,8.713912290863668,14.787777777777778,11.935392663351859,13.36158522056482,12.64848894195834,5.564666666666667,2.3720764093371987,3.9683715380019327,3.1702239736695654,0.3648777581664186,1.9186359564649793
58,SERXIZ,17.28,11.7,8.46,0.0,-0.26,0.02,11.7,21.55,9.04,-0.0,0.91,0.01,8.46,9.04,19.62,-0.0,-2.68,0.0,0.0,-0.0,-0.0,5.3,-0.0,0.42,-0.26,0.91,-2.68,-0.0,5.24,-0.0,0.02,0.01,0.0,0.42,-0.0,5.16,10.334,11.257,17.62,90.0,94.79,90.0,2042.57295210445,10.255332530886404,11.228752744158808,17.289296256656325,89.99984273997003,95.87461047042112,89.99979744302105,1980.485989638748,13.505143051771118,12.575794332289556,13.040468692030338,12.808131512159946,12.983333333333333,12.599365451772472,12.791349392552902,12.695357422162687,5.09,4.714820303281336,4.902410151640668,4.808615227461002,0.330078164633856,0.17382102971084498
59,DIXKON,12.79,7.41,8.21,0.0,0.51,0.0,7.41,15.84,7.43,-0.0,-0.83,0.0,8.21,7.43,14.35,-0.0,-0.74,0.01,0.0,-0.0,-0.0,5.75,-0.0,-2.06,0.51,-0.83,-0.74,-0.0,2.41,-0.0,0.0,0.0,0.01,-2.06,-0.0,3.69,7.87143,10.70505,17.4437,90.0,104.401,90.0,1423.6915750476928,7.814205159408425,10.626830675685095,17.68756842853711,90.00184581556037,101.45640743694116,90.0050218276656,1439.5160205508355,9.866950966299312,8.143004543702613,9.004977755000962,8.573991149351787,9.897777777777776,9.818473616686305,9.85812569723204,9.838299656959173,3.698666666666666,2.989851469250298,3.344259067958482,3.16705526860439,0.3476125020001328,0.47578853305558105
60,CIMJUF,14.73,7.24,9.55,0.89,1.3,0.02,7.24,14.9,9.72,-0.92,-1.3,-0.04,9.55,9.72,14.51,-0.03,-0.03,0.03,0.89,-0.92,-0.03,4.95,0.01,-1.14,1.3,-1.3,-0.03,0.01,5.05,0.6,0.02,-0.04,0.03,-1.14,0.6,3.64,25.2302,25.2302,10.3026,90.0,90.0,119.99999999999996,5679.614466099181,25.03667634590559,25.037098128185896,10.124250020402778,90.00378710869273,89.99653294204333,120.0006289117914,5496.059256329856,10.450478552401949,8.846350353121187,9.648414452761568,9.247382402941376,10.795555555555556,10.717368689707344,10.75646212263145,10.736915406169398,3.9033333333333338,3.2465346334947465,3.57493398341404,3.4107343084543933,0.350397470992212,0.4120433843351176
61,EREPAS,35.06,7.87,9.73,-0.01,-1.76,0.02,7.87,17.41,10.17,0.0,0.17,0.05,9.73,10.17,22.05,0.0,0.08,0.09,-0.01,0.0,0.0,7.23,-0.0,0.31,-1.76,0.17,0.08,-0.0,5.17,-0.0,0.02,0.05,0.09,0.31,-0.0,4.53,13.268,6.349,11.083,90.0,99.79,90.0,920.0199568702628,13.151756069511531,6.179839602905994,11.039123338113711,90.00098696689794,99.405257122609,89.99985821042884,885.1518715904064,16.963591677364143,15.094673530167759,16.02913260376595,15.561903066966856,14.45111111111111,13.512012380584073,13.981561745847593,13.746787063215834,6.502666666666666,5.744610811118291,6.123638738892479,5.934124775005385,0.30890829243720364,0.2851894698138506
62,BICJAA,21.0,16.94,10.31,-0.01,-1.28,0.05,16.94,23.71,8.82,-0.0,-0.55,-0.0,10.31,8.82,16.33,-0.0,1.14,-0.0,-0.01,-0.0,-0.0,2.99,0.0,-1.4,-1.28,-0.55,1.14,0.0,3.97,0.0,0.05,-0.0,-0.0,-1.4,0.0,7.56,9.8169,7.9367,12.2989,90.0,93.485,90.0,956.4818604328118,9.922117800710806,8.027234742237697,11.831851400093836,90.00028585608725,91.23794516126092,89.99948346277905,942.1535098273332,12.427086856473728,9.795669734570659,11.111378295522194,10.453524015046426,14.797777777777778,13.567723466735528,14.182750622256652,13.875237044496089,4.568666666666667,3.5500060294073537,4.059336348037011,3.8046711887221822,0.36935594062511323,0.570734100658126
63,SUHRUL,22.15,4.85,8.59,-0.0,-0.0,0.01,4.85,16.96,8.28,0.0,0.0,-0.01,8.59,8.28,21.33,0.0,-0.01,0.0,-0.0,0.0,0.0,0.56,-0.0,-0.0,-0.0,0.0,-0.01,-0.0,2.3,-0.0,0.01,-0.01,0.0,-0.0,-0.0,2.61,9.9079,14.3041,16.03,90.0,90.0,90.0,2271.8291860117,9.95150442903563,14.193104432379688,15.796013939967876,89.99681286387373,89.9998977916772,89.9992962949064,2231.072311934573,9.967981480514506,4.874292540926633,7.421137010720569,6.1477147758236015,11.542222222222223,11.202186475902074,11.372204349062148,11.287195412482111,3.675333333333333,1.7073067211885868,2.69132002726096,2.1993133742247735,0.3903230987535682,1.7147138218919586
64,CUGPAX,12.43,9.72,7.09,0.02,-0.66,-0.0,9.72,14.76,12.43,0.01,0.45,0.0,7.09,12.43,28.78,-0.01,2.45,-0.0,0.02,0.01,-0.01,8.74,-0.0,1.76,-0.66,0.45,2.45,-0.0,1.81,-0.0,-0.0,0.0,-0.0,1.76,-0.0,2.43,7.873,11.793,13.533,90.0,99.896,90.0,1237.7939422065026,7.660185790081277,11.920158595634923,13.592306513898505,89.9989924489434,99.93106724914357,89.99846162116545,1222.52503681619,11.781934255079005,6.613204822555691,9.197569538817348,7.905387180686519,12.716666666666669,11.140767045366925,11.928716856016797,11.53474195069186,4.377999999999999,2.3600618704001617,3.3690309352000805,2.864546402800121,0.37093543667060774,1.387995569347992
65,ERAXIH,16.41,9.25,7.65,-0.01,-1.24,-0.0,9.25,22.77,6.76,-0.0,-1.98,0.0,7.65,6.76,15.57,0.0,1.42,0.0,-0.01,-0.0,0.0,3.98,0.0,-0.6,-1.24,-1.98,1.42,0.0,3.02,0.0,-0.0,0.0,0.0,-0.6,0.0,2.45,13.628,14.4801,14.4962,90.0,97.586,90.0,2835.5682605135075,13.616028131561944,14.47023408271159,14.50004261015373,90.00267511937507,96.14953907865906,89.99591893950942,2840.4620593814675,10.647854121693957,8.7889672342395,9.718410677966729,9.253688956103115,11.341111111111113,10.975075549337392,11.158093330224252,11.066584439780822,3.9626666666666663,3.215794081983206,3.589230374324936,3.402512228154071,0.35473999876245293,0.4681378736415126
66,OYETIY,20.39,8.27,8.86,-0.0,-0.0,0.01,8.27,14.27,12.91,-0.0,-0.0,0.01,8.86,12.91,21.31,0.0,-0.0,0.0,-0.0,-0.0,0.0,6.92,0.0,0.0,-0.0,-0.0,-0.0,0.0,3.3,0.0,0.01,0.01,0.0,0.0,0.0,4.04,9.5364,10.4027,19.3042,90.0,90.0,90.0,1915.0598078987764,9.555125802692846,10.553313550912051,19.14744740648809,90.00013657328499,89.9998605900833,90.00050715664725,1930.794870341984,12.28703695142998,10.320074251406444,11.303555601418212,10.811814926412328,12.894444444444442,12.229797336800138,12.562120890622289,12.395959113711214,4.580666666666667,3.7959343890290276,4.188300527847847,3.9921174584384373,0.3499701176864732,0.42350787117811883
67,PAWGUR,13.82,8.14,7.71,-0.01,0.16,-0.01,8.14,13.72,11.87,-0.0,0.85,-0.0,7.71,11.87,23.05,-0.0,-1.18,0.0,-0.01,-0.0,-0.0,5.65,0.0,0.95,0.16,0.85,-1.18,0.0,3.16,0.0,-0.01,-0.0,0.0,0.95,0.0,2.54,6.117,10.123,18.868,90.0,91.36,90.0,1168.0225522695462,6.085391771034925,10.103273582502585,18.764798209671632,89.9994381433296,93.17938559516452,89.99906220759044,1151.9286140576935,10.28025209940893,8.269830000418276,9.275041049913604,8.772435525165939,11.78111111111111,10.812835522492295,11.296973316801703,11.054904419646999,3.794666666666667,3.0126212248814,3.4036439457740335,3.208132585327717,0.3631042869176944,0.5231313029464284
68,DUZYII,17.05,9.0,7.32,0.0,1.59,-0.0,9.0,12.9,9.87,0.0,-0.32,0.0,7.32,9.87,15.35,-0.0,-1.93,0.0,0.0,0.0,-0.0,3.55,0.0,-0.63,1.59,-0.32,-1.93,0.0,3.0,0.0,-0.0,0.0,0.0,-0.63,0.0,5.02,11.75,11.602,21.622,90.0,92.976,90.0,2943.611511883252,11.555033874024192,11.601420161596971,21.44665047196708,89.99945089917485,92.59766905239675,89.99890409547335,2872.0721666803806,9.695580391722919,7.804077004094691,8.749828697908805,8.276952851001749,10.853333333333333,10.79493877600881,10.824136054671072,10.80953741533994,3.5880000000000005,2.82856797108798,3.20828398554399,3.0184259783159852,0.3651252067043854,0.5318188395683907
69,GUVFIM,126.01,63.58,29.51,0.05,-0.55,-0.02,63.58,85.78,26.1,0.03,-0.0,-0.07,29.51,26.1,70.91,0.05,0.01,-0.07,0.05,0.03,0.05,12.74,-0.0,0.0,-0.55,-0.0,0.01,-0.0,27.97,-0.0,-0.02,-0.07,-0.07,0.0,-0.0,21.73,12.491,12.76,11.707,90.0,90.0,90.0,1865.92206812,11.97930718655377,12.877788417712798,12.548962662495562,89.99869914987686,90.00211862386044,89.99741043024403,1935.8906101800303,61.839064078234784,54.17408670840408,58.00657539331944,56.090331050861764,57.89777777777778,50.96114815309391,54.429462965435846,52.69530555926488,23.38866666666667,20.476656032623218,21.932661349644945,21.20465869113408,0.3223798429995873,0.3235515129053255
